分类: 广东频道, 名称: 广州新闻, 有效: 0, IPv4: 23, IPv6: 2, 最小延迟: 38 ms, 最高速率: 0.09 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 广东频道, 名称: 广州影视, 有效: 0, IPv4: 15, IPv6: 4, 最小延迟: 404 ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 广东频道, 名称: 佛山综合, 有效: 0, IPv4: 13, IPv6: 3, 最小延迟: 307 ms, 最高速率: 0.19 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 广东频道, 名称: 东莞综合, 有效: 0, IPv4: 3, IPv6: 0, 最小延迟: — ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 广东频道, 名称: 中山综合, 有效: 0, IPv4: 10, IPv6: 0, 最小延迟: 410 ms, 最高速率: 0.12 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 广东频道, 名称: 汕头新闻, 有效: 0, IPv4: 2, IPv6: 0, 最小延迟: — ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 广东频道, 名称: 珠海综合, 有效: 0, IPv4: 2, IPv6: 0, 最小延迟: — ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 广东频道, 名称: 江门综合, 有效: 0, IPv4: 9, IPv6: 0, 最小延迟: 413 ms, 最高速率: 0.06 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 广东频道, 名称: 茂名综合, 有效: 0, IPv4: 7, IPv6: 0, 最小延迟: 395 ms, 最高速率: 0.12 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 广东频道, 名称: 湛江新闻, 有效: 0, IPv4: 6, IPv6: 0, 最小延迟: 409 ms, 最高速率: 0.06 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 广东频道, 名称: 惠州综合, 有效: 0, IPv4: 3, IPv6: 0, 最小延迟: — ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 广东频道, 名称: 广东公共, 有效: 0, IPv4: 5, IPv6: 0, 最小延迟: 293 ms, 最高速率: 0.05 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: 凤凰中文, 有效: 8, IPv4: 99, IPv6: 35, 最小延迟: 16 ms, 最高速率: 36.35 MiB/s, 平均速率: 21.67 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 41.88, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 凤凰资讯, 有效: 7, IPv4: 102, IPv6: 33, 最小延迟: 27 ms, 最高速率: 32.81 MiB/s, 平均速率: 22.21 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 44.29, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 凤凰香港, 有效: 5, IPv4: 46, IPv6: 28, 最小延迟: 16 ms, 最高速率: 115.69 MiB/s, 平均速率: 49.10 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 25.83, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 翡翠台, 有效: 10, IPv4: 27, IPv6: 25, 最小延迟: 27 ms, 最高速率: 36.60 MiB/s, 平均速率: 23.32 MiB/s, 最高分辨率: 3840x2160, 平均帧率: 41.25, 视频编解码器: h264, 音频编解码器: mp2
分类: 港澳台频道, 名称: ViuTV, 有效: 6, IPv4: 27, IPv6: 11, 最小延迟: 30 ms, 最高速率: 35.91 MiB/s, 平均速率: 28.53 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: HOY TV, 有效: 5, IPv4: 4, IPv6: 13, 最小延迟: 15 ms, 最高速率: 60.20 MiB/s, 平均速率: 26.42 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 明珠台, 有效: 10, IPv4: 32, IPv6: 18, 最小延迟: 15 ms, 最高速率: 52.02 MiB/s, 平均速率: 25.74 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 25.71, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 港台电视 31, 有效: 5, IPv4: 12, IPv6: 11, 最小延迟: 15 ms, 最高速率: 24.42 MiB/s, 平均速率: 18.00 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 港台电视 32, 有效: 5, IPv4: 16, IPv6: 10, 最小延迟: 30 ms, 最高速率: 35.46 MiB/s, 平均速率: 27.31 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: TVB星河, 有效: 2, IPv4: 12, IPv6: 15, 最小延迟: 15 ms, 最高速率: 114.89 MiB/s, 平均速率: 30.02 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 37.5, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: TVB娱乐新闻台, 有效: 2, IPv4: 8, IPv6: 8, 最小延迟: 25 ms, 最高速率: 20.13 MiB/s, 平均速率: 17.37 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: ViuTVsix, 有效: 2, IPv4: 2, IPv6: 4, 最小延迟: 35 ms, 最高速率: 20.09 MiB/s, 平均速率: 18.16 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: HOY国际财经台, 有效: 1, IPv4: 0, IPv6: 2, 最小延迟: 16 ms, 最高速率: 29.03 MiB/s, 平均速率: 29.03 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 50.0, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: 有线新闻, 有效: 0, IPv4: 24, IPv6: 0, 最小延迟: 116 ms, 最高速率: 0.40 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: 1280x720, 平均帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: Now新闻台, 有效: 1, IPv4: 8, IPv6: 4, 最小延迟: 42 ms, 最高速率: 19.91 MiB/s, 平均速率: 19.91 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 香港卫视, 有效: 1, IPv4: 33, IPv6: 4, 最小延迟: 42 ms, 最高速率: 6.18 MiB/s, 平均速率: 6.18 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 25.0, 视频编解码器: rawvideo, 音频编解码器: aac
分类: 港澳台频道, 名称: 环球电视, 有效: 0, IPv4: 2, IPv6: 0, 最小延迟: — ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: 澳视澳门, 有效: 0, IPv4: 11, IPv6: 6, 最小延迟: 26 ms, 最高速率: 0.08 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: 澳视卫星, 有效: 0, IPv4: 3, IPv6: 8, 最小延迟: 32 ms, 最高速率: 0.09 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: 民视无线台, 有效: 10, IPv4: 28, IPv6: 8, 最小延迟: 11 ms, 最高速率: 17.53 MiB/s, 平均速率: 9.41 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 29.98, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 三立台湾, 有效: 1, IPv4: 4, IPv6: 3, 最小延迟: 169 ms, 最高速率: 2.34 MiB/s, 平均速率: 2.34 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: 台视, 有效: 13, IPv4: 46, IPv6: 0, 最小延迟: 11 ms, 最高速率: 16.86 MiB/s, 平均速率: 5.03 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 29.98, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 中视, 有效: 7, IPv4: 55, IPv6: 14, 最小延迟: 22 ms, 最高速率: 24.50 MiB/s, 平均速率: 9.75 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 29.99, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 华视, 有效: 5, IPv4: 34, IPv6: 16, 最小延迟: 34 ms, 最高速率: 15.92 MiB/s, 平均速率: 9.74 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 30.0, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 东森新闻, 有效: 3, IPv4: 18, IPv6: 4, 最小延迟: 16 ms, 最高速率: 29.04 MiB/s, 平均速率: 11.57 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 29.99, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: TVBS新闻, 有效: 1, IPv4: 20, IPv6: 7, 最小延迟: 20 ms, 最高速率: 25.20 MiB/s, 平均速率: 2.42 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 28.32, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 三立新闻, 有效: 1, IPv4: 15, IPv6: 4, 最小延迟: 18 ms, 最高速率: 17.47 MiB/s, 平均速率: 2.54 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 29.97, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 中天新闻, 有效: 4, IPv4: 29, IPv6: 13, 最小延迟: 22 ms, 最高速率: 46.23 MiB/s, 平均速率: 17.62 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 29.98, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: TVBS亚洲, 有效: 9, IPv4: 13, IPv6: 2, 最小延迟: 11 ms, 最高速率: 9.05 MiB/s, 平均速率: 3.22 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 29.14, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 东森综合, 有效: 1, IPv4: 11, IPv6: 5, 最小延迟: 71 ms, 最高速率: 6.00 MiB/s, 平均速率: 6.00 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 27.5, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 中天娱乐, 有效: 0, IPv4: 4, IPv6: 1, 最小延迟: — ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: 中天综合, 有效: 0, IPv4: 3, IPv6: 1, 最小延迟: — ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: TVBS欢乐台, 有效: 0, IPv4: 10, IPv6: 4, 最小延迟: 42 ms, 最高速率: 4.17 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: 1280x720, 平均帧率: 30.0, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 东森超视, 有效: 4, IPv4: 12, IPv6: 5, 最小延迟: 12 ms, 最高速率: 2.48 MiB/s, 平均速率: 1.79 MiB/s, 最高分辨率: —, 平均帧率: 29.97, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 公视, 有效: 2, IPv4: 16, IPv6: 4, 最小延迟: 42 ms, 最高速率: 12.06 MiB/s, 平均速率: 7.77 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 29.98, 视频编解码器: hevc, 音频编解码器: aac
分类: 港澳台频道, 名称: 八大综合, 有效: 0, IPv4: 5, IPv6: 1, 最小延迟: — ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: 纬来育乐, 有效: 2, IPv4: 16, IPv6: 4, 最小延迟: 73 ms, 最高速率: 6.01 MiB/s, 平均速率: 5.84 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 卫视中文台, 有效: 0, IPv4: 1, IPv6: 0, 最小延迟: — ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: 纬来精采, 有效: 0, IPv4: 3, IPv6: 1, 最小延迟: 221 ms, 最高速率: 0.31 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: 1280x720, 平均帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
分类: 港澳台频道, 名称: 三立戏剧, 有效: 0, IPv4: 3, IPv6: 2, 最小延迟: 562 ms, 最高速率: 0.20 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: 1080x720, 平均帧率: 30.0, 视频编解码器: h264, 音频编解码器: 未知
分类: 港澳台频道, 名称: 东森戏剧, 有效: 0, IPv4: 4, IPv6: 2, 最小延迟: — ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: CHANNEL[V], 有效: 0, IPv4: 10, IPv6: 0, 最小延迟: 450 ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: 动物星球, 有效: 0, IPv4: 3, IPv6: 2, 最小延迟: — ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 港澳台频道, 名称: 星空卫视, 有效: 0, IPv4: 33, IPv6: 2, 最小延迟: 232 ms, 最高速率: 0.16 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 4K频道, 名称: 欢笑剧场4K, 有效: 4, IPv4: 20, IPv6: 1, 最小延迟: 100 ms, 最高速率: 21.85 MiB/s, 平均速率: 18.89 MiB/s, 最高分辨率: 1920x1080, 平均帧率: 30.0, 视频编解码器: h264, 音频编解码器: aac
分类: 4K频道, 名称: 求索纪录4K, 有效: 0, IPv4: 1, IPv6: 0, 最小延迟: — ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 4K频道, 名称: CCTV-4K, 有效: 0, IPv4: 11, IPv6: 7, 最小延迟: 140 ms, 最高速率: 0.03 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 4K频道, 名称: 广州南国都市4K, 有效: 0, IPv4: 3, IPv6: 0, 最小延迟: — ms, 最高速率: 0.00 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
分类: 4K频道, 名称: 华数爱上4K, 有效: 0, IPv4: 11, IPv6: 0, 最小延迟: 432 ms, 最高速率: 0.13 MiB/s, 平均速率: 0.00 MiB/s, 最高分辨率: —, 平均帧率: 未知, 视频编解码器: 未知, 音频编解码器: 未知
